12 16.393361
12 17.392464
12 17.160229
12 16.984313
12 17.672525
12 16.486823
12 16.187641
12 16.384912
12 16.429995
12 16.161355
12 16.464608
12 16.141177
12 15.995549
12 16.174292
12 16.303833
12 16.314724
12 16.201375
12 16.139957
12 15.323953
12 15.868344
12 15.245975
12 15.348073
12 14.915557
12 15.182587
12 15.624524
12 15.410964
12 14.900346
12 15.050871
12 14.972533
12 15.161475
12 15.545290
12 15.475330
12 15.165427
12 15.217092
12 15.569746
